rattlesnake|crovir-protein-6564	human|NP_000952.1
rattlesnake|crovir-protein-9120	human|NP_116173.2
rattlesnake|crovir-protein-16366	human|XP_016874183.1
rattlesnake|crovir-protein-16367	human|NP_001291762.1
rattlesnake|crovir-protein-7941	human|NP_003943.2
rattlesnake|crovir-protein-7940	human|XP_011543483.1
rattlesnake|crovir-protein-10904	human|NP_003877.2
rattlesnake|crovir-protein-10905	human|NP_066000.2
rattlesnake|crovir-protein-10902	human|NP_002731.4
rattlesnake|crovir-protein-7944	human|NP_001018080.1
rattlesnake|crovir-protein-7947	human|NP_000685.1
rattlesnake|crovir-protein-7946	human|XP_016874038.1
rattlesnake|crovir-protein-7949	human|XP_024304088.1
rattlesnake|crovir-protein-7948	human|NP_000685.1
rattlesnake|crovir-protein-16635	human|NP_064717.1
rattlesnake|crovir-protein-10908	human|NP_065123.1
rattlesnake|crovir-protein-10909	human|NP_000331.1
rattlesnake|crovir-protein-3282	human|NP_005836.2
rattlesnake|crovir-protein-15830	human|NP_001005473.1
rattlesnake|crovir-protein-8223	human|XP_005246794.1
rattlesnake|crovir-protein-12415	human|NP_004781.2
rattlesnake|crovir-protein-13902	human|NP_064584.1
rattlesnake|crovir-protein-2684	human|NP_031398.2
rattlesnake|crovir-protein-3281	human|NP_055120.1
rattlesnake|crovir-protein-13451	human|NP_002941.1
rattlesnake|crovir-protein-13450	human|NP_004628.4
rattlesnake|crovir-protein-13905	human|NP_055897.1
rattlesnake|crovir-protein-13452	human|NP_001139133.1
rattlesnake|crovir-protein-15835	human|XP_016864951.1
rattlesnake|crovir-protein-13909	human|NP_002706.1
rattlesnake|crovir-protein-13908	human|NP_002706.1
rattlesnake|crovir-protein-13459	human|NP_037468.1
rattlesnake|crovir-protein-13458	human|NP_997218.2
rattlesnake|crovir-protein-3287	human|NP_005836.2
rattlesnake|crovir-protein-8227	human|NP_001265387.1
rattlesnake|crovir-protein-8226	human|NP_004481.2
rattlesnake|crovir-protein-12412	human|NP_005498.1
rattlesnake|crovir-protein-10490	human|NP_940916.2
rattlesnake|crovir-protein-15838	human|NP_705618.1
rattlesnake|crovir-protein-10029	human|NP_077278.1
rattlesnake|crovir-protein-1743	human|NP_079029.3
rattlesnake|crovir-protein-10492	human|XP_005270128.1
rattlesnake|crovir-protein-10028	human|XP_016867785.1
rattlesnake|crovir-protein-772	human|NP_001094842.1
rattlesnake|crovir-protein-770	human|NP_001135815.1
rattlesnake|crovir-protein-771	human|NP_001135815.1
rattlesnake|crovir-protein-776	human|NP_001014763.1
rattlesnake|crovir-protein-777	human|NP_001157394.1
rattlesnake|crovir-protein-6380	human|NP_005549.2
rattlesnake|crovir-protein-778	human|NP_005592.1
rattlesnake|crovir-protein-630	human|NP_075385.1
rattlesnake|crovir-protein-2686	human|NP_064583.2
rattlesnake|crovir-protein-10495	human|NP_001338011.1
rattlesnake|crovir-protein-3903	human|XP_024305386.1
rattlesnake|crovir-protein-6382	human|NP_001263274.1
rattlesnake|crovir-protein-16549	human|XP_006712009.1
rattlesnake|crovir-protein-10497	human|XP_016871234.1
rattlesnake|crovir-protein-12410	human|NP_874369.1
rattlesnake|crovir-protein-3902	human|NP_003905.1
rattlesnake|crovir-protein-17369	human|XP_011539481.1
rattlesnake|crovir-protein-9742	human|NP_940983.2
rattlesnake|crovir-protein-639	human|NP_036524.1
rattlesnake|crovir-protein-6548	human|NP_003292.1
rattlesnake|crovir-protein-6549	human|NP_858045.1
rattlesnake|crovir-protein-6546	human|XP_005260464.1
rattlesnake|crovir-protein-17362	human|NP_064516.2
rattlesnake|crovir-protein-6544	human|NP_003292.1
rattlesnake|crovir-protein-6545	human|NP_848586.1
rattlesnake|crovir-protein-17367	human|NP_874364.1
rattlesnake|crovir-protein-6543	human|NP_001034288.1
rattlesnake|crovir-protein-17365	human|NP_001004052.1
rattlesnake|crovir-protein-17364	human|NP_038466.2
rattlesnake|crovir-protein-7499	human|NP_065877.1
rattlesnake|crovir-protein-7498	human|NP_004444.2
rattlesnake|crovir-protein-7493	human|NP_004085.1
rattlesnake|crovir-protein-7492	human|NP_071919.2
rattlesnake|crovir-protein-7491	human|NP_054900.2
rattlesnake|crovir-protein-7490	human|NP_057078.1
rattlesnake|crovir-protein-7497	human|NP_057529.1
rattlesnake|crovir-protein-7496	human|NP_775797.2
rattlesnake|crovir-protein-7495	human|XP_011534642.1
rattlesnake|crovir-protein-7494	human|XP_016876613.1
rattlesnake|crovir-protein-4760	human|NP_653210.2
rattlesnake|crovir-protein-4762	human|NP_001138462.1
rattlesnake|crovir-protein-4763	human|NP_783864.1
rattlesnake|crovir-protein-4764	human|NP_057615.3
rattlesnake|crovir-protein-8659	human|NP_003853.1
rattlesnake|crovir-protein-4766	human|XP_011511961.1
rattlesnake|crovir-protein-4767	human|XP_011512001.1
rattlesnake|crovir-protein-8654	human|NP_002585.2
rattlesnake|crovir-protein-8655	human|NP_001336874.1
rattlesnake|crovir-protein-8656	human|NP_001191.1
rattlesnake|crovir-protein-8657	human|XP_005260807.1
rattlesnake|crovir-protein-8650	human|NP_001186.1
rattlesnake|crovir-protein-8651	human|NP_002655.2
rattlesnake|crovir-protein-8652	human|NP_775816.1
rattlesnake|crovir-protein-8653	human|NP_658986.1
rattlesnake|crovir-protein-2683	human|NP_001317149.1
rattlesnake|crovir-protein-13635	human|XP_005265225.1
rattlesnake|crovir-protein-6728	human|NP_008860.4
rattlesnake|crovir-protein-6729	human|NP_055778.2
rattlesnake|crovir-protein-17109	human|NP_005300.1
rattlesnake|crovir-protein-17108	human|NP_001091949.1
rattlesnake|crovir-protein-12467	human|NP_001012680.1
rattlesnake|crovir-protein-12466	human|XP_006720321.1
rattlesnake|crovir-protein-17105	human|NP_001171669.1
rattlesnake|crovir-protein-12464	human|NP_079060.1
rattlesnake|crovir-protein-17103	human|NP_001243415.1
rattlesnake|crovir-protein-6727	human|NP_055778.2
rattlesnake|crovir-protein-17101	human|NP_000766.2
rattlesnake|crovir-protein-6725	human|XP_011525996.1
rattlesnake|crovir-protein-14916	human|XP_011507420.1
rattlesnake|crovir-protein-5882	human|NP_071442.2
rattlesnake|crovir-protein-2682	human|XP_011523129.2
rattlesnake|crovir-protein-1874	human|NP_061877.1
rattlesnake|crovir-protein-4232	human|XP_011528524.1
rattlesnake|crovir-protein-14911	human|XP_011525954.1
rattlesnake|crovir-protein-9747	human|NP_001129131.1
rattlesnake|crovir-protein-13630	human|NP_009215.1
rattlesnake|crovir-protein-13983	human|NP_076933.3
rattlesnake|crovir-protein-13633	human|XP_024309446.1
rattlesnake|crovir-protein-13982	human|NP_078853.2
rattlesnake|crovir-protein-13632	human|NP_001139786.1
rattlesnake|crovir-protein-1044	human|NP_001123517.1
rattlesnake|crovir-protein-8249	human|XP_011509815.1
rattlesnake|crovir-protein-8248	human|NP_008853.3
rattlesnake|crovir-protein-1001	human|NP_473357.1
rattlesnake|crovir-protein-6460	human|NP_003089.1
rattlesnake|crovir-protein-8243	human|XP_011510411.1
rattlesnake|crovir-protein-8242	human|XP_006712461.1
rattlesnake|crovir-protein-8241	human|NP_004473.2
rattlesnake|crovir-protein-8240	human|NP_001035232.1
rattlesnake|crovir-protein-8246	human|XP_011528647.1
rattlesnake|crovir-protein-8245	human|XP_016863109.1
rattlesnake|crovir-protein-1043	human|XP_005247421.1
rattlesnake|crovir-protein-13985	human|XP_016864835.1
rattlesnake|crovir-protein-1041	human|NP_054907.1
rattlesnake|crovir-protein-1872	human|NP_001337601.1
rattlesnake|crovir-protein-3010	human|NP_077001.1
rattlesnake|crovir-protein-12512	human|NP_001269785.1
rattlesnake|crovir-protein-15857	human|NP_114106.1
rattlesnake|crovir-protein-15856	human|XP_024301899.1
rattlesnake|crovir-protein-15855	human|NP_002844.1
rattlesnake|crovir-protein-15854	human|NP_852100.3
rattlesnake|crovir-protein-15853	human|NP_057264.3
rattlesnake|crovir-protein-15852	human|NP_001161067.1
rattlesnake|crovir-protein-15851	human|NP_002176.2
rattlesnake|crovir-protein-7445	human|NP_001193599.1
rattlesnake|crovir-protein-7237	human|NP_000419.1
rattlesnake|crovir-protein-7236	human|NP_919255.2
rattlesnake|crovir-protein-7235	human|XP_016876460.1
rattlesnake|crovir-protein-7234	human|NP_055887.3
rattlesnake|crovir-protein-7233	human|NP_060261.2
rattlesnake|crovir-protein-7232	human|NP_006390.1
rattlesnake|crovir-protein-15859	human|XP_011512267.2
rattlesnake|crovir-protein-11452	human|NP_002144.1
rattlesnake|crovir-protein-10340	human|NP_001098016.1
rattlesnake|crovir-protein-10342	human|NP_055206.2
rattlesnake|crovir-protein-10343	human|XP_005270242.2
rattlesnake|crovir-protein-10345	human|NP_001271203.1
rattlesnake|crovir-protein-10346	human|NP_001305713.1
rattlesnake|crovir-protein-10347	human|NP_071896.8
rattlesnake|crovir-protein-10348	human|NP_056003.1
rattlesnake|crovir-protein-10349	human|XP_006717948.1
rattlesnake|crovir-protein-11450	human|NP_005783.2
rattlesnake|crovir-protein-7117	human|NP_001258833.1
rattlesnake|crovir-protein-14450	human|NP_001643.2
rattlesnake|crovir-protein-14451	human|XP_005268879.1
rattlesnake|crovir-protein-14452	human|NP_064733.3
rattlesnake|crovir-protein-13333	human|NP_001170858.1
rattlesnake|crovir-protein-14106	human|NP_004844.1
rattlesnake|crovir-protein-14455	human|XP_024304726.1
rattlesnake|crovir-protein-14104	human|XP_011522005.1
rattlesnake|crovir-protein-14105	human|NP_997269.2
rattlesnake|crovir-protein-14458	human|NP_064423.2
rattlesnake|crovir-protein-13339	human|XP_011531734.1
rattlesnake|crovir-protein-14108	human|NP_940853.1
rattlesnake|crovir-protein-14109	human|XP_011522177.1
rattlesnake|crovir-protein-17407	human|NP_006371.2
rattlesnake|crovir-protein-9773	human|NP_689603.2
rattlesnake|crovir-protein-12510	human|NP_005689.2
rattlesnake|crovir-protein-12909	human|NP_004989.2
rattlesnake|crovir-protein-3800	human|NP_001127910.1
rattlesnake|crovir-protein-3801	human|NP_001008273.1
rattlesnake|crovir-protein-3802	human|XP_011511056.1
rattlesnake|crovir-protein-3803	human|NP_001165218.1
rattlesnake|crovir-protein-3804	human|XP_005247538.1
rattlesnake|crovir-protein-3805	human|NP_001172035.1
rattlesnake|crovir-protein-3806	human|NP_937839.1
rattlesnake|crovir-protein-3808	human|NP_060880.3
rattlesnake|crovir-protein-3809	human|NP_000400.2
rattlesnake|crovir-protein-12889	human|NP_067643.3
rattlesnake|crovir-protein-12888	human|XP_006716329.1
rattlesnake|crovir-protein-8869	human|NP_001503.1
rattlesnake|crovir-protein-16017	human|XP_005258461.2
rattlesnake|crovir-protein-8867	human|NP_061909.2
rattlesnake|crovir-protein-8866	human|NP_055279.3
rattlesnake|crovir-protein-8865	human|NP_055279.3
rattlesnake|crovir-protein-8864	human|XP_016866287.1
rattlesnake|crovir-protein-12881	human|NP_006120.1
rattlesnake|crovir-protein-8862	human|NP_001010872.1
rattlesnake|crovir-protein-8861	human|NP_569713.2
rattlesnake|crovir-protein-8860	human|NP_001003760.2
rattlesnake|crovir-protein-15273	human|XP_011516670.1
rattlesnake|crovir-protein-15272	human|XP_011517379.1
rattlesnake|crovir-protein-15271	human|NP_060582.1
rattlesnake|crovir-protein-15270	human|XP_011516641.1
rattlesnake|crovir-protein-15277	human|XP_006719826.1
rattlesnake|crovir-protein-15275	human|NP_005412.1
rattlesnake|crovir-protein-15274	human|XP_006717090.1
rattlesnake|crovir-protein-15279	human|NP_060736.1
rattlesnake|crovir-protein-15278	human|XP_016868747.1
rattlesnake|crovir-protein-178	human|XP_016885455.1
rattlesnake|crovir-protein-179	human|XP_016885455.1
rattlesnake|crovir-protein-14951	human|NP_543140.1
rattlesnake|crovir-protein-13506	human|XP_016861627.1
rattlesnake|crovir-protein-170	human|NP_004199.1
rattlesnake|crovir-protein-171	human|NP_003968.3
rattlesnake|crovir-protein-172	human|NP_997724.2
rattlesnake|crovir-protein-173	human|NP_060426.2
rattlesnake|crovir-protein-174	human|NP_001269938.1
rattlesnake|crovir-protein-175	human|NP_005633.2
rattlesnake|crovir-protein-176	human|NP_008983.2
rattlesnake|crovir-protein-177	human|NP_003261.1
rattlesnake|crovir-protein-6865	human|NP_065852.1
rattlesnake|crovir-protein-13504	human|NP_055524.3
rattlesnake|crovir-protein-14413	human|NP_002728.1
rattlesnake|crovir-protein-9386	human|NP_060700.2
rattlesnake|crovir-protein-9352	human|NP_872358.4
rattlesnake|crovir-protein-9353	human|NP_001027549.1
rattlesnake|crovir-protein-9350	human|NP_777570.1
rattlesnake|crovir-protein-9351	human|NP_060758.2
rattlesnake|crovir-protein-9356	human|NP_057119.2
rattlesnake|crovir-protein-9357	human|XP_016866367.1
rattlesnake|crovir-protein-9354	human|NP_001027549.1
rattlesnake|crovir-protein-9355	human|NP_999627.2
rattlesnake|crovir-protein-9358	human|NP_085118.2
rattlesnake|crovir-protein-13500	human|NP_054730.1
rattlesnake|crovir-protein-16903	human|NP_065849.1
rattlesnake|crovir-protein-10851	human|XP_006713694.1
rattlesnake|crovir-protein-7599	human|NP_001243300.1
rattlesnake|crovir-protein-10731	human|NP_001124321.1
rattlesnake|crovir-protein-10730	human|NP_001274170.1
rattlesnake|crovir-protein-10733	human|NP_055046.1
rattlesnake|crovir-protein-10732	human|NP_073728.1
rattlesnake|crovir-protein-10735	human|NP_006210.1
rattlesnake|crovir-protein-10734	human|NP_004155.2
rattlesnake|crovir-protein-10737	human|NP_064576.1
rattlesnake|crovir-protein-10736	human|NP_075555.1
rattlesnake|crovir-protein-10739	human|NP_004757.1
rattlesnake|crovir-protein-10738	human|NP_001026897.1
rattlesnake|crovir-protein-14807	human|XP_005262053.1
rattlesnake|crovir-protein-10855	human|XP_011511436.1
rattlesnake|crovir-protein-549	human|NP_001044.1
rattlesnake|crovir-protein-548	human|XP_024306253.1
rattlesnake|crovir-protein-12261	human|XP_016874407.1
rattlesnake|crovir-protein-12260	human|XP_011519105.1
rattlesnake|crovir-protein-543	human|NP_958815.1
rattlesnake|crovir-protein-12262	human|XP_024304736.1
rattlesnake|crovir-protein-545	human|NP_003848.1
rattlesnake|crovir-protein-544	human|XP_016878516.1
rattlesnake|crovir-protein-547	human|XP_006721726.1
rattlesnake|crovir-protein-12266	human|XP_024308323.1
rattlesnake|crovir-protein-16570	human|XP_005251673.1
rattlesnake|crovir-protein-4276	human|NP_001269526.1
rattlesnake|crovir-protein-4277	human|NP_001310911.1
rattlesnake|crovir-protein-11851	human|XP_016874587.1
rattlesnake|crovir-protein-5158	human|XP_005258334.1
rattlesnake|crovir-protein-1124	human|NP_001107573.1
rattlesnake|crovir-protein-1127	human|XP_016863819.1
rattlesnake|crovir-protein-1126	human|NP_001013652.1
rattlesnake|crovir-protein-1121	human|NP_001096640.2
rattlesnake|crovir-protein-1120	human|NP_001013652.1
rattlesnake|crovir-protein-1123	human|NP_001334394.1
rattlesnake|crovir-protein-1122	human|NP_001013652.1
rattlesnake|crovir-protein-5402	human|NP_001269389.1
rattlesnake|crovir-protein-5151	human|NP_001136202.1
rattlesnake|crovir-protein-5400	human|NP_004923.1
rattlesnake|crovir-protein-5153	human|NP_056276.1
rattlesnake|crovir-protein-5154	human|XP_016881019.1
rattlesnake|crovir-protein-1128	human|NP_001116849.1
rattlesnake|crovir-protein-5156	human|NP_001129465.1
rattlesnake|crovir-protein-5405	human|NP_001975.1
rattlesnake|crovir-protein-11587	human|XP_011521403.1
rattlesnake|crovir-protein-13173	human|XP_016866450.1
rattlesnake|crovir-protein-12519	human|NP_060496.2
rattlesnake|crovir-protein-4271	human|NP_001191236.1
rattlesnake|crovir-protein-8401	human|NP_001340426.1
rattlesnake|crovir-protein-8403	human|XP_011508975.1
rattlesnake|crovir-protein-8402	human|NP_000525.1
rattlesnake|crovir-protein-8405	human|NP_001341276.1
rattlesnake|crovir-protein-8404	human|NP_001035984.1
rattlesnake|crovir-protein-8407	human|NP_115544.1
rattlesnake|crovir-protein-8406	human|NP_005250.1
rattlesnake|crovir-protein-8409	human|NP_055177.2
rattlesnake|crovir-protein-8408	human|NP_001121622.1
rattlesnake|crovir-protein-8118	human|XP_016860085.1
rattlesnake|crovir-protein-4575	human|NP_060879.2
rattlesnake|crovir-protein-4574	human|NP_065878.1
rattlesnake|crovir-protein-4577	human|XP_011530129.1
rattlesnake|crovir-protein-4576	human|NP_055291.2
rattlesnake|crovir-protein-4571	human|NP_997235.3
rattlesnake|crovir-protein-4570	human|NP_003256.1
rattlesnake|crovir-protein-4573	human|NP_001006656.1
rattlesnake|crovir-protein-4572	human|XP_011530232.1
rattlesnake|crovir-protein-5279	human|NP_001269421.1
rattlesnake|crovir-protein-4579	human|NP_060829.2
rattlesnake|crovir-protein-4578	human|XP_016864227.1
rattlesnake|crovir-protein-5278	human|XP_011513314.1
rattlesnake|crovir-protein-1381	human|XP_011517136.1
rattlesnake|crovir-protein-1380	human|NP_006247.1
rattlesnake|crovir-protein-1383	human|NP_056169.1
rattlesnake|crovir-protein-1382	human|NP_116198.3
rattlesnake|crovir-protein-1385	human|NP_001273725.1
rattlesnake|crovir-protein-1384	human|XP_011516649.1
rattlesnake|crovir-protein-1387	human|NP_006327.2
rattlesnake|crovir-protein-1389	human|NP_001304944.1
rattlesnake|crovir-protein-1388	human|NP_060343.1
rattlesnake|crovir-protein-1222	human|NP_055888.1
rattlesnake|crovir-protein-1955	human|NP_057200.1
rattlesnake|crovir-protein-1956	human|NP_001258016.1
rattlesnake|crovir-protein-13015	human|XP_024307647.1
rattlesnake|crovir-protein-1957	human|NP_004402.1
rattlesnake|crovir-protein-14056	human|XP_016874171.1
rattlesnake|crovir-protein-14046	human|NP_001129668.1
rattlesnake|crovir-protein-5271	human|XP_024303484.1
rattlesnake|crovir-protein-13017	human|NP_002583.1
rattlesnake|crovir-protein-1227	human|NP_055983.1
rattlesnake|crovir-protein-2803	human|NP_001171536.1
rattlesnake|crovir-protein-14044	human|NP_005800.3
rattlesnake|crovir-protein-6920	human|XP_024305322.1
rattlesnake|crovir-protein-5273	human|NP_006692.1
rattlesnake|crovir-protein-14043	human|NP_076943.1
rattlesnake|crovir-protein-1225	human|NP_079470.1
rattlesnake|crovir-protein-15613	human|NP_001112362.1
rattlesnake|crovir-protein-13010	human|NP_001144.1
rattlesnake|crovir-protein-15612	human|NP_036213.2
rattlesnake|crovir-protein-2832	human|XP_011528354.1
rattlesnake|crovir-protein-13013	human|XP_011530984.1
rattlesnake|crovir-protein-14098	human|NP_005849.1
rattlesnake|crovir-protein-14040	human|XP_024302028.1
rattlesnake|crovir-protein-15614	human|NP_001243399.1
rattlesnake|crovir-protein-12678	human|XP_016873827.1
rattlesnake|crovir-protein-12679	human|NP_062550.2
rattlesnake|crovir-protein-12673	human|NP_055790.1
rattlesnake|crovir-protein-12670	human|NP_001123519.1
rattlesnake|crovir-protein-12671	human|NP_005413.2
rattlesnake|crovir-protein-12676	human|NP_001276928.1
rattlesnake|crovir-protein-12677	human|XP_005271769.1
rattlesnake|crovir-protein-12674	human|NP_003096.1
rattlesnake|crovir-protein-12675	human|NP_001020127.1
rattlesnake|crovir-protein-7004	human|NP_001230013.1
rattlesnake|crovir-protein-7005	human|NP_003073.1
rattlesnake|crovir-protein-7006	human|NP_803877.2
rattlesnake|crovir-protein-7007	human|NP_001317106.1
rattlesnake|crovir-protein-7000	human|NP_002779.1
rattlesnake|crovir-protein-7001	human|NP_001291414.1
rattlesnake|crovir-protein-7002	human|NP_006246.2
rattlesnake|crovir-protein-7003	human|NP_006246.2
rattlesnake|crovir-protein-115	human|NP_001812.2
rattlesnake|crovir-protein-7008	human|NP_001342201.1
