"Crovir_ID","Crovir_ProtID","HumanID"
"crovir-transcript-2265","crovir-protein-2265","NP_001273144.1"
"crovir-transcript-2261","crovir-protein-2261","NP_001104792.1"
"crovir-transcript-2266","crovir-protein-2266","NP_653282.2"
"crovir-transcript-2260","crovir-protein-2260","NP_001180449.1"
"crovir-transcript-2264","crovir-protein-2264","NP_004407.2"
"crovir-transcript-2267","crovir-protein-2267","NP_001333416.1"
"crovir-transcript-2263","crovir-protein-2263","NP_000159.3"
"crovir-transcript-2258","crovir-protein-2258","NP_001093328.1"
"crovir-transcript-2257","crovir-protein-2257","NP_002778.1"
"crovir-transcript-2254","crovir-protein-2254","NP_114109.1"
"crovir-transcript-2273","crovir-protein-2273","XP_016867371.1"
"crovir-transcript-2274","crovir-protein-2274","NP_004751.2"
"crovir-transcript-2275","crovir-protein-2275","XP_016867902.1"
"crovir-transcript-2271","crovir-protein-2271","NP_001036227.1"
"crovir-transcript-2269","crovir-protein-2269","NP_000703.2"
"crovir-transcript-2270","crovir-protein-2270",NA
"crovir-transcript-2272","crovir-protein-2272","NP_061167.1"
"crovir-transcript-2282","crovir-protein-2282","NP_005219.2"
"crovir-transcript-2279","crovir-protein-2279","NP_001012474.1"
"crovir-transcript-2280","crovir-protein-2280","XP_011514333.1"
"crovir-transcript-2276","crovir-protein-2276","NP_002622.2"
"crovir-transcript-2277","crovir-protein-2277","NP_003773.1"
"crovir-transcript-2278","crovir-protein-2278","NP_006387.1"
"crovir-transcript-2283","crovir-protein-2283","NP_003583.2"
"crovir-transcript-2294","crovir-protein-2294","XP_011514185.1"
"crovir-transcript-2293","crovir-protein-2293","XP_011514185.1"
"crovir-transcript-2292","crovir-protein-2292","XP_006716248.1"
"crovir-transcript-2289","crovir-protein-2289","NP_057501.2"
"crovir-transcript-2288","crovir-protein-2288","NP_002632.1"
"crovir-transcript-2286","crovir-protein-2286",NA
"crovir-transcript-2295","crovir-protein-2295","NP_000587.1"
"crovir-transcript-2303","crovir-protein-2303","NP_004498.1"
"crovir-transcript-2304","crovir-protein-2304","NP_001274355.1"
"crovir-transcript-2296","crovir-protein-2296","NP_001093629.1"
"crovir-transcript-2302","crovir-protein-2302",NA
"crovir-transcript-2309","crovir-protein-2309","XP_006717497.1"
"crovir-transcript-2306","crovir-protein-2306","XP_011513360.1"
"crovir-transcript-2307","crovir-protein-2307","XP_005258372.2"
"crovir-transcript-2311","crovir-protein-2311","NP_000781.1"
"crovir-transcript-2313","crovir-protein-2313","NP_000781.1"
"crovir-transcript-2310","crovir-protein-2310","XP_016867518.1"
"crovir-transcript-2316","crovir-protein-2316","NP_009208.2"
"crovir-transcript-2314","crovir-protein-2314","NP_037364.1"
"crovir-transcript-2315","crovir-protein-2315","NP_001185734.1"
"crovir-transcript-2327","crovir-protein-2327","NP_060216.2"
"crovir-transcript-2323","crovir-protein-2323","NP_060216.2"
"crovir-transcript-2325","crovir-protein-2325","NP_055240.2"
"crovir-transcript-2324","crovir-protein-2324",NA
"crovir-transcript-2326","crovir-protein-2326","NP_055240.2"
"crovir-transcript-2318","crovir-protein-2318","NP_055866.1"
"crovir-transcript-2319","crovir-protein-2319","NP_775292.1"
"crovir-transcript-2320","crovir-protein-2320","NP_055643.1"
"crovir-transcript-2322","crovir-protein-2322","NP_006799.1"
"crovir-transcript-2321","crovir-protein-2321","NP_149078.1"
"crovir-transcript-2328","crovir-protein-2328","NP_066934.1"
"crovir-transcript-2329","crovir-protein-2329","NP_066934.1"
"crovir-transcript-2330","crovir-protein-2330","NP_001273942.1"
"crovir-transcript-2342","crovir-protein-2342","XP_005247870.2"
"crovir-transcript-2340","crovir-protein-2340","XP_005247870.2"
"crovir-transcript-2341","crovir-protein-2341","XP_005247870.2"
"crovir-transcript-2345","crovir-protein-2345","NP_114401.2"
"crovir-transcript-2344","crovir-protein-2344","NP_114401.2"
"crovir-transcript-2337","crovir-protein-2337",NA
"crovir-transcript-2336","crovir-protein-2336","NP_004314.5"
"crovir-transcript-2335","crovir-protein-2335","NP_057494.3"
"crovir-transcript-2355","crovir-protein-2355","NP_000134.2"
"crovir-transcript-2354","crovir-protein-2354","XP_016865174.1"
"crovir-transcript-2352","crovir-protein-2352","NP_660308.1"
"crovir-transcript-2353","crovir-protein-2353","XP_011521001.1"
"crovir-transcript-2347","crovir-protein-2347","XP_005258421.1"
"crovir-transcript-2348","crovir-protein-2348","NP_060640.2"
"crovir-transcript-2351","crovir-protein-2351","XP_011524491.1"
"crovir-transcript-2350","crovir-protein-2350","XP_011524491.1"
"crovir-transcript-2349","crovir-protein-2349","XP_011524491.1"
"crovir-transcript-2359","crovir-protein-2359","NP_001268694.1"
"crovir-transcript-2361","crovir-protein-2361","NP_001803.2"
"crovir-transcript-2363","crovir-protein-2363","NP_060697.4"
"crovir-transcript-2362","crovir-protein-2362","NP_054777.2"
"crovir-transcript-2366","crovir-protein-2366","NP_054777.2"
"crovir-transcript-2364","crovir-protein-2364","NP_001244109.1"
"crovir-transcript-2367","crovir-protein-2367","NP_001308008.1"
"crovir-transcript-2368","crovir-protein-2368","NP_005845.2"
"crovir-transcript-2372","crovir-protein-2372","NP_115729.1"
"crovir-transcript-2380","crovir-protein-2380","XP_016880451.1"
"crovir-transcript-2391","crovir-protein-2391",NA
"crovir-transcript-2378","crovir-protein-2378","NP_775749.2"
"crovir-transcript-2388","crovir-protein-2388","NP_001300927.1"
"crovir-transcript-2374","crovir-protein-2374","NP_789839.1"
"crovir-transcript-2375","crovir-protein-2375","XP_005266146.2"
"crovir-transcript-2390","crovir-protein-2390","NP_066961.2"
"crovir-transcript-2389","crovir-protein-2389","NP_996803.2"
"crovir-transcript-2386","crovir-protein-2386","NP_062456.1"
"crovir-transcript-2385","crovir-protein-2385","NP_001338530.1"
"crovir-transcript-2381","crovir-protein-2381",NA
"crovir-transcript-2387","crovir-protein-2387","NP_001316929.1"
"crovir-transcript-2384","crovir-protein-2384","NP_001034463.4"
"crovir-transcript-2382","crovir-protein-2382","NP_001167459.1"
"crovir-transcript-2377","crovir-protein-2377","NP_001073951.2"
"crovir-transcript-2376","crovir-protein-2376","NP_001274271.1"
"crovir-transcript-2383","crovir-protein-2383","NP_996803.2"
"crovir-transcript-2379","crovir-protein-2379","NP_001036002.1"
"crovir-transcript-2395","crovir-protein-2395","NP_033720.2"
"crovir-transcript-2397","crovir-protein-2397","XP_011523721.1"
"crovir-transcript-2393","crovir-protein-2393","NP_000142.2"
"crovir-transcript-2398","crovir-protein-2398","NP_001248363.1"
"crovir-transcript-2399","crovir-protein-2399","NP_001248359.1"
"crovir-transcript-2392","crovir-protein-2392","XP_005257135.1"
"crovir-transcript-2394","crovir-protein-2394","NP_000979.1"
"crovir-transcript-2400","crovir-protein-2400","NP_006364.2"
"crovir-transcript-2401","crovir-protein-2401","XP_011523618.1"
"crovir-transcript-2404","crovir-protein-2404","NP_009231.2"
"crovir-transcript-2402","crovir-protein-2402","NP_005890.2"
"crovir-transcript-2403","crovir-protein-2403","NP_001278515.1"
"crovir-transcript-2405","crovir-protein-2405","NP_009075.1"
"crovir-transcript-2406","crovir-protein-2406","NP_002786.2"
"crovir-transcript-2407","crovir-protein-2407","XP_011523628.1"
"crovir-transcript-2408","crovir-protein-2408","NP_060218.1"
"crovir-transcript-2410","crovir-protein-2410","NP_001073934.1"
"crovir-transcript-2412","crovir-protein-2412","NP_000969.1"
"crovir-transcript-2411","crovir-protein-2411","NP_001028676.1"
"crovir-transcript-2409","crovir-protein-2409","XP_011522770.1"
"crovir-transcript-2413","crovir-protein-2413","NP_006030.2"
"crovir-transcript-2414","crovir-protein-2414","XP_005257152.2"
"crovir-transcript-2418","crovir-protein-2418","XP_011522899.1"
"crovir-transcript-2419","crovir-protein-2419","XP_011522899.1"
"crovir-transcript-2417","crovir-protein-2417","NP_000780.1"
"crovir-transcript-2435","crovir-protein-2435","NP_005819.3"
"crovir-transcript-2437","crovir-protein-2437","NP_976226.1"
"crovir-transcript-2439","crovir-protein-2439","NP_085053.1"
"crovir-transcript-2436","crovir-protein-2436","NP_008909.1"
"crovir-transcript-2441","crovir-protein-2441","NP_001003787.1"
"crovir-transcript-2440","crovir-protein-2440","NP_056240.2"
"crovir-transcript-2438","crovir-protein-2438","NP_060422.4"
"crovir-transcript-2431","crovir-protein-2431","NP_006830.2"
"crovir-transcript-2427","crovir-protein-2427","NP_057706.2"
"crovir-transcript-2433","crovir-protein-2433","XP_005264559.1"
"crovir-transcript-2434","crovir-protein-2434","NP_057163.1"
"crovir-transcript-2432","crovir-protein-2432","NP_005658.1"
"crovir-transcript-2428","crovir-protein-2428","NP_073617.1"
"crovir-transcript-2429","crovir-protein-2429",NA
"crovir-transcript-2430","crovir-protein-2430","XP_005265917.1"
"crovir-transcript-2420","crovir-protein-2420","NP_001648.1"
"crovir-transcript-2422","crovir-protein-2422","NP_006627.2"
"crovir-transcript-2423","crovir-protein-2423","NP_000761.3"
"crovir-transcript-2426","crovir-protein-2426","NP_003716.2"
"crovir-transcript-2425","crovir-protein-2425","NP_000575.1"
"crovir-transcript-2424","crovir-protein-2424","NP_000575.1"
"crovir-transcript-2449","crovir-protein-2449","NP_115593.3"
"crovir-transcript-2450","crovir-protein-2450","NP_001287658.1"
"crovir-transcript-2452","crovir-protein-2452","NP_653164.2"
"crovir-transcript-2447","crovir-protein-2447","NP_004827.4"
"crovir-transcript-2451","crovir-protein-2451",NA
"crovir-transcript-2446","crovir-protein-2446","NP_001720.1"
"crovir-transcript-2442","crovir-protein-2442","XP_011530135.1"
"crovir-transcript-2445","crovir-protein-2445","NP_001317653.1"
"crovir-transcript-2462","crovir-protein-2462","NP_036429.2"
"crovir-transcript-2459","crovir-protein-2459","NP_001276978.1"
"crovir-transcript-2461","crovir-protein-2461","NP_001167630.1"
"crovir-transcript-2463","crovir-protein-2463","NP_001123990.1"
"crovir-transcript-2460","crovir-protein-2460","NP_001340434.1"
"crovir-transcript-2464","crovir-protein-2464","XP_005273466.1"
"crovir-transcript-2454","crovir-protein-2454","NP_001264900.1"
"crovir-transcript-2456","crovir-protein-2456","NP_000325.4"
"crovir-transcript-2457","crovir-protein-2457","XP_005257430.1"
"crovir-transcript-2453","crovir-protein-2453","NP_001138552.2"
"crovir-transcript-2475","crovir-protein-2475","XP_011522859.1"
"crovir-transcript-2477","crovir-protein-2477","NP_000410.2"
"crovir-transcript-2474","crovir-protein-2474","NP_940877.2"
"crovir-transcript-2476","crovir-protein-2476","NP_002078.1"
"crovir-transcript-2466","crovir-protein-2466","NP_001245282.1"
"crovir-transcript-2465","crovir-protein-2465","NP_001245324.1"
"crovir-transcript-2468","crovir-protein-2468","XP_011522687.1"
"crovir-transcript-2471","crovir-protein-2471","NP_001122103.1"
"crovir-transcript-2470","crovir-protein-2470","NP_066565.1"
"crovir-transcript-2472","crovir-protein-2472","XP_024306322.1"
"crovir-transcript-2473","crovir-protein-2473","XP_024306322.1"
"crovir-transcript-2469","crovir-protein-2469","XP_016880573.1"
"crovir-transcript-2485","crovir-protein-2485","NP_001035022.1"
"crovir-transcript-2484","crovir-protein-2484","NP_003945.2"
"crovir-transcript-2487","crovir-protein-2487","XP_006722125.1"
"crovir-transcript-2486","crovir-protein-2486","NP_001257411.1"
"crovir-transcript-2481","crovir-protein-2481","NP_006169.2"
"crovir-transcript-2478","crovir-protein-2478","NP_001308062.1"
"crovir-transcript-2495","crovir-protein-2495","NP_000203.2"
"crovir-transcript-2494","crovir-protein-2494","NP_001138405.1"
"crovir-transcript-2489","crovir-protein-2489","NP_060866.2"
"crovir-transcript-2492","crovir-protein-2492","XP_024306320.1"
"crovir-transcript-2493","crovir-protein-2493","NP_000055.2"
"crovir-transcript-2491","crovir-protein-2491","XP_024306320.1"
"crovir-transcript-2488","crovir-protein-2488","NP_000055.2"
"crovir-transcript-2490","crovir-protein-2490","NP_076991.3"
"crovir-transcript-2499","crovir-protein-2499","NP_001229633.1"
"crovir-transcript-2500","crovir-protein-2500","NP_001001349.1"
"crovir-transcript-2497","crovir-protein-2497","NP_003306.3"
"crovir-transcript-2501","crovir-protein-2501","NP_149124.3"
"crovir-transcript-2502","crovir-protein-2502","NP_113609.1"
"crovir-transcript-2498","crovir-protein-2498","NP_001290203.1"
"crovir-transcript-2513","crovir-protein-2513","NP_443167.4"
"crovir-transcript-2516","crovir-protein-2516","XP_011523401.1"
"crovir-transcript-2512","crovir-protein-2512","XP_011523340.1"
"crovir-transcript-2514","crovir-protein-2514","XP_011523502.1"
"crovir-transcript-2519","crovir-protein-2519","NP_543139.4"
"crovir-transcript-2518","crovir-protein-2518","NP_076937.2"
"crovir-transcript-2517","crovir-protein-2517","NP_078954.4"
"crovir-transcript-2515","crovir-protein-2515","XP_016873014.1"
"crovir-transcript-2511","crovir-protein-2511","XP_016880484.1"
"crovir-transcript-2510","crovir-protein-2510","NP_000333.1"
"crovir-transcript-2507","crovir-protein-2507","XP_016879524.1"
"crovir-transcript-2509","crovir-protein-2509","NP_061331.2"
"crovir-transcript-2508","crovir-protein-2508","XP_005257419.1"
"crovir-transcript-2505","crovir-protein-2505","NP_001180395.1"
"crovir-transcript-2506","crovir-protein-2506",NA
"crovir-transcript-2503","crovir-protein-2503","NP_001107563.1"
"crovir-transcript-2504","crovir-protein-2504","XP_011523141.2"
"crovir-transcript-2525","crovir-protein-2525","XP_005257702.1"
"crovir-transcript-2523","crovir-protein-2523","NP_000972.1"
"crovir-transcript-2527","crovir-protein-2527","XP_016880069.1"
"crovir-transcript-2524","crovir-protein-2524","NP_055368.1"
"crovir-transcript-2526","crovir-protein-2526","XP_005257803.2"
"crovir-transcript-2521","crovir-protein-2521","NP_004765.2"
"crovir-transcript-2520","crovir-protein-2520","NP_057591.2"
"crovir-transcript-2522","crovir-protein-2522",NA
"crovir-transcript-2529","crovir-protein-2529","NP_115568.2"
"crovir-transcript-2531","crovir-protein-2531",NA
"crovir-transcript-2530","crovir-protein-2530","NP_001159409.1"
"crovir-transcript-2533","crovir-protein-2533","XP_011509770.1"
"crovir-transcript-2535","crovir-protein-2535","NP_003664.1"
"crovir-transcript-2528","crovir-protein-2528","NP_002677.1"
"crovir-transcript-2536","crovir-protein-2536","NP_219487.3"
"crovir-transcript-2532","crovir-protein-2532","XP_024306409.1"
"crovir-transcript-2534","crovir-protein-2534","NP_001317135.1"
"crovir-transcript-2542","crovir-protein-2542","NP_001229371.1"
"crovir-transcript-2543","crovir-protein-2543","NP_036613.2"
"crovir-transcript-2548","crovir-protein-2548","NP_001307730.1"
"crovir-transcript-2545","crovir-protein-2545","NP_835465.2"
"crovir-transcript-2547","crovir-protein-2547","NP_002800.2"
"crovir-transcript-2549","crovir-protein-2549","NP_002800.2"
"crovir-transcript-2546","crovir-protein-2546","NP_000750.1"
"crovir-transcript-2551","crovir-protein-2551","NP_001317140.1"
"crovir-transcript-2540","crovir-protein-2540",NA
"crovir-transcript-2539","crovir-protein-2539","NP_068370.1"
"crovir-transcript-2537","crovir-protein-2537","XP_005257355.1"
"crovir-transcript-2538","crovir-protein-2538","NP_031385.2"
"crovir-transcript-2553","crovir-protein-2553","NP_057423.2"
"crovir-transcript-2552","crovir-protein-2552","XP_011523843.1"
"crovir-transcript-2559","crovir-protein-2559","XP_005257609.1"
"crovir-transcript-2561","crovir-protein-2561","NP_001058.2"
"crovir-transcript-2560","crovir-protein-2560","NP_001846.3"
"crovir-transcript-2555","crovir-protein-2555","NP_001543.2"
"crovir-transcript-2557","crovir-protein-2557","NP_116254.4"
"crovir-transcript-2558","crovir-protein-2558","NP_001829.1"
"crovir-transcript-2556","crovir-protein-2556","NP_003070.3"
"crovir-transcript-2580","crovir-protein-2580","NP_689562.1"
"crovir-transcript-2574","crovir-protein-2574","NP_056330.3"
"crovir-transcript-2575","crovir-protein-2575","NP_705694.2"
"crovir-transcript-2577","crovir-protein-2577","NP_002267.2"
"crovir-transcript-2573","crovir-protein-2573","NP_000413.1"
"crovir-transcript-2571","crovir-protein-2571","NP_000413.1"
"crovir-transcript-2570","crovir-protein-2570","NP_000413.1"
"crovir-transcript-2568","crovir-protein-2568","NP_000413.1"
"crovir-transcript-2566","crovir-protein-2566","NP_005792.1"
"crovir-transcript-2567","crovir-protein-2567","XP_006721703.1"
"crovir-transcript-2562","crovir-protein-2562","XP_016880077.1"
"crovir-transcript-2564","crovir-protein-2564","XP_016861395.1"
"crovir-transcript-2563","crovir-protein-2563","XP_016861395.1"
"crovir-transcript-2592","crovir-protein-2592","XP_005265733.1"
"crovir-transcript-2591","crovir-protein-2591","XP_024302075.1"
"crovir-transcript-2594","crovir-protein-2594","NP_001317627.1"
"crovir-transcript-2596","crovir-protein-2596",NA
"crovir-transcript-2595","crovir-protein-2595",NA
"crovir-transcript-2583","crovir-protein-2583","NP_001138618.1"
"crovir-transcript-2585","crovir-protein-2585",NA
"crovir-transcript-2586","crovir-protein-2586","NP_001316576.1"
"crovir-transcript-2582","crovir-protein-2582","NP_001091896.1"
"crovir-transcript-2584","crovir-protein-2584","XP_024306608.1"
"crovir-transcript-2581","crovir-protein-2581","NP_060117.3"
"crovir-transcript-2589","crovir-protein-2589",NA
"crovir-transcript-2587","crovir-protein-2587","NP_899233.1"
"crovir-transcript-2599","crovir-protein-2599","XP_005257516.1"
"crovir-transcript-2597","crovir-protein-2597","NP_036364.2"
"crovir-transcript-2598","crovir-protein-2598","XP_024306664.1"
